Time,Disp_X,Disp_Y,Disp_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Ang_R,Ang_P,Ang_Y,Pressure,Temp
86,4.7,-19.5,-0.2,0.0,0.0,0.1,0.8,-0.0,0.7,-273.5,-150.2,-34.8,1018,23.7
86,4.7,-19.5,-0.2,0.0,0.0,0.1,0.6,-0.0,0.6,-277.4,-149.6,-38.1,1018,23.7
86,4.7,-19.5,-0.2,0.0,0.0,-0.1,0.7,-0.1,0.7,-282.4,-149.1,-42.3,1018,23.8
87,4.9,-20.4,-0.2,1.7,-8.7,-0.2,0.7,-0.1,0.7,-290.1,-149.3,-44.0,1018,23.8
87,4.9,-20.4,-0.2,0.0,0.0,0.1,0.7,-0.0,0.7,-300.1,-148.8,-46.6,1018,23.8
87,4.9,-20.4,-0.3,0.0,0.0,-0.2,1.3,-0.4,0.5,-334.9,-139.8,-53.6,1018,23.8
87,4.9,-20.4,-0.3,0.0,0.0,-0.5,0.9,-0.4,0.3,-340.6,-126.8,-54.1,1018,23.8
87,4.9,-20.4,-0.3,0.0,0.0,0.5,0.7,-0.4,0.3,-345.7,-116.3,-55.4,1018,23.8
87,4.9,-20.4,-0.2,0.0,0.0,1.1,0.6,-0.3,0.4,-350.2,-110.5,-59.5,1018,23.8
87,4.9,-20.4,-0.2,0.0,0.0,-0.1,0.6,-0.1,0.7,-359.8,-109.3,-70.9,1018,23.8
87,4.9,-20.4,-0.2,0.0,0.0,-0.1,0.8,-0.3,0.6,-366.1,-103.4,-86.0,1018,23.8
88,5.5,-19.4,-0.2,5.5,8.9,0.0,1.2,-0.5,0.4,-366.1,-90.3,-104.1,1018,23.8
88,5.5,-19.4,-0.2,0.0,0.0,-0.3,0.8,-0.5,0.3,-371.4,-89.2,-118.8,1018,23.8
88,5.5,-19.4,-0.2,0.0,0.0,0.1,0.7,-0.1,0.6,-376.0,-94.6,-116.3,1018,23.8
88,5.5,-19.4,-0.2,0.0,0.0,-0.3,0.6,-0.1,0.6,-374.4,-96.4,-111.9,1018,23.8
88,5.5,-19.4,-0.2,0.0,0.0,0.2,0.6,-0.2,0.6,-373.8,-97.4,-102.9,1018,23.8
88,5.5,-19.4,-0.2,0.0,0.0,0.2,0.8,-0.1,0.6,-371.8,-94.3,-95.8,1018,23.8
88,5.5,-19.4,-0.2,0.0,0.0,-0.5,0.8,-0.3,0.7,-370.1,-90.6,-93.9,1018,23.8
88,5.5,-19.4,-0.3,0.0,0.0,-0.6,0.6,-0.3,0.9,-365.7,-86.0,-94.7,1018,23.9
89,6.4,-14.0,-0.3,8.7,52.4,-0.3,0.5,-0.2,1.1,-365.5,-82.6,-98.7,1018,23.9
89,6.4,-14.0,-0.4,0.0,0.0,-0.3,0.4,-0.0,1.0,-358.3,-72.7,-102.2,1018,23.9
89,6.4,-14.0,-0.4,0.0,0.0,-0.1,0.2,0.4,1.1,-348.3,-57.7,-96.0,1018,23.9
89,6.4,-14.0,-0.4,0.0,0.0,-0.2,0.1,0.4,0.9,-343.8,-51.1,-96.2,1018,23.9
89,6.4,-14.0,-0.5,0.0,0.0,-0.9,0.0,0.4,0.8,-342.2,-49.3,-94.6,1018,23.9
89,6.4,-14.0,-0.6,0.0,0.0,-0.6,-0.0,0.4,0.8,-340.3,-48.0,-93.1,1018,23.9
89,6.4,-14.0,-0.6,0.0,0.0,0.0,0.0,0.4,0.9,-340.0,-47.2,-92.7,1018,23.9
89,12.7,-13.7,-0.6,55.3,3.0,0.0,-0.0,0.4,1.0,-339.8,-44.2,-93.3,1018,23.9
90,12.7,-13.7,-0.6,0.0,0.0,-0.5,0.1,0.5,0.9,-338.1,-39.6,-87.6,1018,24.0
90,12.7,-13.7,-0.6,0.0,0.0,0.2,-0.1,0.3,0.9,-339.7,-37.7,-85.7,1018,24.0
90,12.7,-13.7,-0.7,0.0,0.0,-0.2,0.1,0.2,0.9,-353.0,-38.9,-87.0,1018,24.0
90,12.7,-13.7,-0.7,0.0,0.0,-0.7,-0.5,-0.1,1.4,-350.6,-35.2,-89.6,1018,23.9
90,12.7,-13.7,-0.7,0.0,0.0,0.2,-0.1,-0.1,1.1,-346.8,-36.4,-91.5,1018,23.9
90,12.7,-13.7,-0.8,0.0,0.0,-0.3,0.1,-0.1,1.2,-350.4,-31.7,-86.6,1018,24.0
90,12.7,-13.7,-0.7,0.0,0.0,0.5,-0.0,-0.2,1.2,-350.7,-30.0,-85.2,1018,24.0
90,13.5,-15.7,-0.7,7.9,-19.6,0.0,-0.1,-0.1,1.0,-350.1,-28.4,-86.9,1018,24.0
91,13.5,-15.7,-0.7,0.0,0.0,0.4,0.0,-0.0,0.7,-349.4,-28.2,-75.6,1018,24.0
91,13.5,-15.7,-0.6,0.0,0.0,0.3,0.1,-0.2,1.0,-349.1,-22.5,-71.4,1018,24.0
91,13.5,-15.7,-0.7,0.0,0.0,-0.2,-0.0,-0.1,1.0,-349.1,-23.4,-64.7,1018,24.0
91,13.5,-15.7,-0.7,0.0,0.0,-0.2,-0.0,-0.1,1.0,-349.1,-23.4,-64.7,1018,24.0
91,13.5,-15.7,-0.6,0.0,0.0,0.5,-0.0,-0.1,1.0,-349.1,-23.4,-64.7,1018,24.0
91,13.5,-15.7,-0.6,0.0,0.0,0.0,0.0,-0.1,1.0,-349.1,-23.4,-64.7,1018,24.0
91,13.5,-15.7,-0.6,0.0,0.0,0.2,-0.0,-0.1,1.0,-349.1,-23.4,-64.7,1018,24.0
91,14.5,-16.3,-0.6,9.3,-4.8,0.6,-0.0,-0.1,1.0,-349.1,-23.4,-64.7,1018,24.0
92,14.5,-16.3,-0.6,0.0,0.0,-0.1,-0.0,-0.1,1.0,-349.1,-23.3,-64.7,1018,24.0
92,14.5,-16.3,-0.6,0.0,0.0,0.1,0.0,-0.1,1.0,-349.1,-23.3,-64.7,1018,24.0
92,14.5,-16.3,-0.6,0.0,0.0,0.0,-0.0,-0.1,1.0,-349.1,-23.4,-64.7,1018,24.0
92,14.5,-16.3,-0.6,0.0,0.0,-0.6,-0.0,-0.1,1.0,-349.1,-23.4,-64.7,1018,24.0
92,14.5,-16.3,-0.6,0.0,0.0,0.2,-0.1,-0.1,1.0,-349.1,-23.8,-63.2,1018,24.0
92,14.5,-16.3,-0.6,0.0,0.0,0.4,0.0,-0.2,1.0,-349.1,-24.1,-62.0,1018,24.0
92,14.5,-16.3,-0.6,0.0,0.0,-0.1,-0.0,-0.1,1.0,-349.1,-24.1,-62.0,1018,24.0
92,15.7,-16.5,-0.6,10.7,-2.1,-0.1,-0.0,-0.1,1.0,-349.1,-24.1,-62.0,1018,24.0
93,15.7,-16.5,-0.5,0.0,0.0,0.7,-0.0,-0.1,1.0,-349.1,-24.1,-62.0,1018,24.0
93,15.7,-16.5,-0.5,0.0,0.0,0.2,-0.0,-0.1,1.0,-349.1,-24.1,-62.0,1018,24.0
93,15.7,-16.5,-0.5,0.0,0.0,0.1,-0.0,-0.1,1.0,-349.2,-24.2,-61.9,1018,24.0
93,15.7,-16.5,-0.5,0.0,0.0,-0.5,-0.0,-0.1,1.0,-349.2,-24.1,-61.9,1018,24.0
93,15.7,-16.5,-0.5,0.0,0.0,0.2,-0.0,-0.1,1.0,-349.2,-24.1,-61.9,1018,24.0
93,15.7,-16.5,-0.5,0.0,0.0,0.3,-0.1,-0.2,1.1,-349.1,-24.6,-61.3,1018,24.0
93,15.7,-16.5,-0.4,0.0,0.0,0.2,0.0,0.1,1.0,-326.0,-17.8,-50.1,1018,24.0
94,15.6,-16.1,-0.4,-0.8,3.0,0.3,-0.2,0.2,0.9,-331.2,-7.1,-50.8,1018,24.0
94,15.6,-16.1,-0.4,0.0,0.0,-0.2,-0.3,0.3,0.8,-331.2,-2.2,-50.4,1018,24.1
94,15.6,-16.1,-0.4,0.0,0.0,0.0,-0.3,0.3,0.9,-331.3,-2.0,-50.3,1018,24.1
94,15.6,-16.1,-0.5,0.0,0.0,-0.1,-0.3,0.3,0.9,-334.1,-3.7,-50.8,1018,24.1
94,15.6,-16.1,-0.6,0.0,0.0,-0.8,-0.2,0.2,1.0,-337.3,-7.7,-51.5,1018,24.0
94,15.6,-16.1,-0.5,0.0,0.0,0.1,-0.1,0.1,1.1,-339.0,-16.4,-51.1,1018,24.0
94,15.6,-16.1,-0.5,0.0,0.0,0.4,-0.3,-0.1,1.5,-344.0,-16.7,-50.0,1018,24.0
94,15.6,-16.1,-0.4,0.0,0.0,0.4,0.2,0.2,0.4,-368.0,-15.7,-50.5,1018,24.1
95,14.7,-16.3,-0.5,-7.7,-1.0,-0.4,-0.0,-0.2,1.0,-367.8,-14.9,-50.6,1018,24.1
95,14.7,-16.3,-0.5,0.0,0.0,0.0,-0.1,-0.1,1.0,-367.8,-15.2,-50.6,1018,24.1
95,14.7,-16.3,-0.5,0.0,0.0,-0.3,-0.0,-0.1,1.0,-367.8,-15.0,-50.6,1018,24.1
95,14.7,-16.3,-0.5,0.0,0.0,-0.0,0.0,-0.1,1.0,-367.8,-14.9,-50.6,1018,24.1
95,14.7,-16.3,-0.6,0.0,0.0,-0.5,0.0,-0.1,1.0,-367.8,-14.9,-50.6,1018,24.1
95,14.7,-16.3,-0.6,0.0,0.0,0.0,0.0,-0.1,1.0,-367.8,-14.9,-50.6,1018,24.1
95,14.7,-16.3,-0.6,0.0,0.0,0.1,-0.0,-0.1,1.0,-367.8,-14.9,-50.6,1018,24.1
95,14.7,-16.3,-0.6,0.0,0.0,0.2,-0.1,-0.1,1.0,-367.9,-15.2,-47.1,1018,24.1
96,14.0,-15.8,-0.5,-6.3,3.9,0.8,-0.0,-0.1,1.0,-367.9,-15.3,-47.0,1018,24.1
96,14.0,-15.8,-0.5,0.0,0.0,0.1,-0.2,-0.1,1.2,-367.8,-13.0,-47.9,1018,24.1
96,14.0,-15.8,-0.4,0.0,0.0,0.5,-0.1,-0.1,1.1,-368.0,-13.9,-47.3,1018,24.1
96,14.0,-15.8,-0.4,0.0,0.0,0.0,-0.1,-0.1,1.1,-368.0,-24.5,-7.1,1018,24.1
96,14.0,-15.8,-0.5,0.0,0.0,-1.0,-0.1,-0.1,1.0,-368.0,-24.7,-5.3,1018,24.1
96,14.0,-15.8,-0.6,0.0,0.0,-0.5,0.0,-0.2,1.0,-366.8,-23.0,-6.1,1018,24.1
96,14.0,-15.8,-0.6,0.0,0.0,0.0,-0.0,-0.1,1.0,-365.8,-21.3,-3.3,1018,24.1
96,14.0,-15.8,-0.6,0.0,0.0,-0.2,-0.0,-0.1,0.9,-366.0,-24.2,-1.8,1018,24.1
97,13.0,-15.5,-0.5,-9.6,3.3,0.4,0.2,-0.2,0.8,-381.8,-24.0,-1.4,1018,24.1
97,13.0,-15.5,-0.5,0.0,0.0,0.3,0.0,-0.4,0.9,-382.3,-19.4,0.1,1018,24.1
97,13.0,-15.5,-0.5,0.0,0.0,-0.4,0.1,-0.1,1.0,-378.5,-21.0,9.4,1018,24.1
97,13.0,-15.5,-0.5,0.0,0.0,0.3,-0.0,-0.1,1.0,-378.7,-22.5,15.3,1018,24.1
97,13.0,-15.5,-0.5,0.0,0.0,-0.7,-0.0,-0.1,1.0,-378.6,-22.4,15.3,1018,24.1
97,13.0,-15.5,-0.6,0.0,0.0,-0.2,-0.0,-0.2,1.0,-378.6,-21.6,10.3,1018,24.1
97,13.0,-15.5,-0.6,0.0,0.0,-0.1,-0.0,-0.1,1.0,-378.6,-21.6,10.3,1018,24.1
97,12.3,-12.6,-0.5,-6.3,25.6,0.4,0.0,-0.1,1.0,-378.6,-21.5,10.3,1018,24.1
98,12.3,-12.6,-0.6,0.0,0.0,-0.5,-0.0,-0.1,1.0,-378.6,-21.5,10.3,1018,24.1
98,12.3,-12.6,-0.5,0.0,0.0,0.3,0.2,-0.2,0.7,-379.4,-21.1,7.5,1018,24.1
98,12.3,-12.6,-0.5,0.0,0.0,0.1,0.0,-0.2,1.0,-379.4,-19.6,7.6,1018,24.1
98,12.3,-12.6,-0.5,0.0,0.0,-0.0,0.0,-0.2,1.0,-379.1,-17.9,6.9,1018,24.1
98,12.3,-12.6,-0.6,0.0,0.0,-0.8,0.0,-0.2,1.0,-379.2,-17.2,1.1,1018,24.1
98,12.3,-12.6,-0.6,0.0,0.0,0.2,-0.0,-0.1,1.0,-379.3,-17.6,1.1,1018,24.1
98,12.3,-12.6,-0.6,0.0,0.0,-0.2,-0.0,-0.1,1.0,-379.3,-17.4,1.1,1018,24.1
98,10.5,-12.1,-0.6,-15.8,3.9,0.3,0.0,-0.1,1.0,-379.3,-16.8,1.2,1018,24.1
99,10.5,-12.1,-0.6,0.0,0.0,0.4,0.0,-0.1,1.0,-379.2,-16.7,1.2,1018,24.1
99,10.5,-12.1,-0.6,0.0,0.0,-0.2,-0.1,-0.1,1.0,-379.3,-17.6,1.1,1018,24.1
99,10.5,-12.1,-0.6,0.0,0.0,0.3,0.0,-0.1,1.0,-379.3,-17.6,1.1,1018,24.1
99,10.5,-12.1,-0.5,0.0,0.0,0.2,-0.1,-0.2,1.1,-379.3,-20.7,17.0,1018,24.1
99,10.5,-12.1,-0.6,0.0,0.0,-0.9,0.3,-0.1,0.5,-380.9,-17.4,18.4,1018,24.1
99,10.5,-12.1,-0.6,0.0,0.0,-0.4,-0.0,-0.2,1.0,-380.8,-17.1,19.1,1018,24.1
99,10.5,-12.1,-0.6,0.0,0.0,0.6,0.0,-0.1,1.0,-380.8,-17.2,19.1,1018,24.1
99,17.8,-2.8,-0.5,60.2,77.9,0.7,0.0,-0.1,1.0,-380.8,-17.3,19.1,1018,24.1
100,17.8,-2.8,-0.5,0.0,0.0,-0.2,-0.0,-0.1,1.0,-380.8,-17.3,19.1,1018,24.1
100,17.8,-2.8,-0.6,0.0,0.0,-0.4,-0.0,-0.1,1.0,-380.8,-17.3,19.1,1018,24.2
100,17.8,-2.8,-0.6,0.0,0.0,-0.1,0.0,-0.1,1.0,-380.8,-17.4,19.2,1018,24.2
100,17.8,-2.8,-0.5,0.0,0.0,0.2,0.0,-0.1,1.0,-380.9,-17.4,19.2,1018,24.2
100,17.8,-2.8,-0.6,0.0,0.0,-0.7,-0.0,-0.1,1.0,-380.9,-17.4,19.2,1018,24.1
100,17.8,-2.8,-0.6,0.0,0.0,0.0,-0.0,-0.1,1.0,-380.9,-17.4,19.2,1018,24.1
100,17.8,-2.8,-0.6,0.0,0.0,-0.3,-0.0,-0.1,1.0,-380.9,-17.4,19.2,1018,24.1
100,18.2,-1.7,-0.6,3.6,9.0,0.3,-0.0,-0.1,1.0,-380.9,-17.4,19.2,1018,24.2
101,18.2,-1.7,-0.5,0.0,0.0,0.6,-0.0,-0.1,1.0,-380.9,-17.4,19.2,1018,24.2
101,18.2,-1.7,-0.5,0.0,0.0,0.3,-0.0,-0.1,1.0,-380.9,-17.4,19.2,1018,24.2
101,18.2,-1.7,-0.5,0.0,0.0,-0.2,-0.0,-0.1,1.0,-380.9,-17.4,19.2,1018,24.2
101,18.2,-1.7,-0.6,0.0,0.0,-0.3,-0.0,-0.1,1.0,-380.9,-17.3,19.2,1018,24.2
101,18.2,-1.7,-0.6,0.0,0.0,-0.5,-0.0,-0.1,1.0,-380.9,-17.2,19.2,1018,24.1
101,18.2,-1.7,-0.6,0.0,0.0,0.2,-0.0,-0.1,1.0,-381.0,-17.3,19.2,1018,24.1
101,18.2,-1.7,-0.6,0.0,0.0,-0.2,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
101,18.8,-1.4,-0.6,5.4,1.9,0.2,0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
102,18.8,-1.4,-0.6,0.0,0.0,0.3,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
102,18.8,-1.4,-0.5,0.0,0.0,0.3,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
102,18.8,-1.4,-0.6,0.0,0.0,-0.4,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
102,18.8,-1.4,-0.5,0.0,0.0,0.2,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
102,18.8,-1.4,-0.6,0.0,0.0,-0.4,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.1
102,18.8,-1.4,-0.6,0.0,0.0,-0.2,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
102,18.8,-1.4,-0.6,0.0,0.0,0.2,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
102,19.4,-1.2,-0.5,4.7,2.0,0.2,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
103,19.4,-1.2,-0.5,0.0,0.0,0.3,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
103,19.4,-1.2,-0.5,0.0,0.0,-0.1,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
103,19.4,-1.2,-0.5,0.0,0.0,0.0,-0.0,-0.1,1.0,-380.9,-17.0,19.3,1018,24.2
103,19.4,-1.2,-0.5,0.0,0.0,0.0,-0.0,-0.1,1.0,-380.9,-17.1,19.3,1018,24.2
103,19.4,-1.2,-0.5,0.0,0.0,-0.2,-0.0,-0.1,1.0,-380.9,-17.1,19.3,1018,24.2
103,19.4,-1.2,-0.6,0.0,0.0,-0.3,-0.0,-0.1,1.0,-380.9,-17.1,19.3,1018,24.2
103,19.4,-1.2,-0.6,0.0,0.0,-0.1,-0.0,-0.1,1.0,-380.9,-17.1,19.3,1018,24.2
103,19.4,-1.2,-0.6,0.0,0.0,-0.1,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
104,19.4,-1.2,-0.6,0.0,0.0,0.3,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
104,19.4,-1.2,-0.5,0.0,0.0,0.2,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
104,19.4,-1.2,-0.5,0.0,0.0,0.0,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
104,19.4,-1.2,-0.5,0.0,0.0,0.1,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
104,19.4,-1.2,-0.6,0.0,0.0,-0.6,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
104,19.4,-1.2,-0.6,0.0,0.0,0.1,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
104,19.4,-1.2,-0.6,0.0,0.0,0.0,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
104,19.4,-1.2,-0.5,0.0,0.0,0.6,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
105,19.4,-1.2,-0.5,0.0,0.0,-0.1,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
105,19.4,-1.2,-0.5,0.0,0.0,0.3,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
105,19.4,-1.2,-0.5,0.0,0.0,0.0,-0.0,-0.1,1.0,-380.9,-17.1,19.2,1018,24.2
105,19.4,-1.2,-0.5,0.0,0.0,-0.0,-0.0,-0.1,1.0,-381.0,-17.1,19.2,1018,24.2
105,19.4,-1.2,-0.5,0.0,0.0,-0.4,-0.0,-0.1,1.0,-381.0,-17.1,19.2,1018,24.2
105,19.4,-1.2,-0.5,0.0,0.0,0.1,-0.0,-0.1,1.0,-381.0,-17.1,19.2,1018,24.2
105,19.4,-1.2,-0.5,0.0,0.0,0.2,-0.1,-0.1,1.1,-381.1,-17.6,19.3,1018,24.2
106,19.4,-1.2,-0.4,0.0,0.0,0.7,0.0,-0.1,1.0,-381.1,-17.6,19.3,1018,24.2
106,19.4,-1.2,-0.4,0.0,0.0,0.1,-0.0,-0.1,1.0,-381.1,-17.6,19.4,1018,24.2
106,19.4,-1.2,-0.4,0.0,0.0,0.3,-0.0,-0.1,1.0,-381.3,-19.3,21.3,1018,24.2
106,19.4,-1.2,-0.4,0.0,0.0,-0.4,0.0,-0.1,1.0,-381.2,-19.1,21.4,1018,24.2
106,19.4,-1.2,-0.4,0.0,0.0,-0.0,-0.0,-0.1,1.0,-381.2,-19.2,21.4,1018,24.2
106,19.4,-1.2,-0.6,0.0,0.0,-1.2,-0.0,-0.1,1.0,-381.2,-19.2,21.4,1018,24.2
106,19.4,-1.2,-0.6,0.0,0.0,-0.3,-0.2,-0.0,0.9,-381.7,-21.0,24.8,1018,24.2
106,19.4,-1.2,-0.6,0.0,0.0,0.1,0.0,-0.2,1.0,-381.6,-20.9,32.8,1018,24.2
107,19.4,-1.2,-0.6,0.0,0.0,0.2,0.1,-0.1,1.1,-381.3,-20.4,36.0,1018,24.2
107,19.4,-1.2,-0.6,0.0,0.0,0.0,0.0,-0.1,1.0,-381.3,-20.0,38.8,1018,24.2
107,19.4,-1.2,-0.6,0.0,0.0,-0.1,0.0,-0.1,1.0,-381.2,-20.3,40.6,1018,24.2
107,19.4,-1.2,-0.6,0.0,0.0,0.1,0.1,-0.1,0.9,-381.4,-21.4,41.2,1018,24.3
107,19.4,-1.2,-0.5,0.0,0.0,0.3,-0.0,-0.1,1.0,-381.6,-23.1,42.5,1018,24.3
