Time_ms,Latitude,Longitude,Altitude_m,Temp_C,Pressure_Pa,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
147134,-36.744711,174.742030,-0.53,23.84,1018.51,0.80,-0.47,0.34,-46.15,9.61,-127.88
147373,-36.744711,174.742030,-0.50,23.84,1018.51,0.70,-0.09,0.62,-19.44,-22.64,10.36
147477,-36.744711,174.742030,-0.53,23.81,1018.51,0.58,-0.08,0.60,15.68,-17.83,41.94
147588,-36.744711,174.742030,-0.51,23.81,1018.51,0.64,-0.16,0.57,5.62,-9.05,81.70
147697,-36.744711,174.742030,-0.49,23.82,1018.51,0.81,-0.15,0.64,18.12,28.39,65.05
147804,-36.744711,174.742030,-0.54,23.84,1018.52,0.79,-0.27,0.65,15.68,34.61,17.86
147915,-36.744711,174.742030,-0.61,23.86,1018.52,0.56,-0.30,0.89,40.13,41.69,-7.45
148017,-36.744663,174.742040,-0.64,23.87,1018.53,0.48,-0.22,1.15,1.96,33.21,-38.85
148133,-36.744663,174.742040,-0.67,23.89,1018.53,0.37,-0.02,1.01,61.65,85.41,-30.38
148394,-36.744663,174.742040,-0.70,23.90,1018.53,0.21,0.36,1.08,38.42,57.42,23.71
148496,-36.744663,174.742040,-0.72,23.87,1018.54,0.06,0.40,0.89,43.91,64.86,-1.90
148607,-36.744663,174.742040,-0.82,23.88,1018.55,0.02,0.40,0.81,14.52,16.81,14.26
148718,-36.744663,174.742040,-0.89,23.90,1018.55,-0.02,0.39,0.84,17.02,11.50,13.40
148829,-36.744663,174.742040,-0.89,23.92,1018.56,0.01,0.40,0.94,2.51,6.99,3.95
148942,-36.744660,174.742110,-0.89,23.94,1018.56,-0.04,0.42,0.96,2.26,26.63,-5.74
149053,-36.744660,174.742110,-0.95,23.96,1018.56,0.10,0.52,0.91,14.89,41.20,51.70
149163,-36.744660,174.742110,-0.93,23.97,1018.56,-0.10,0.32,0.87,-14.69,17.05,17.12
149410,-36.744660,174.742110,-0.98,23.98,1018.57,0.13,0.23,0.93,-53.71,-4.59,-5.38
149520,-36.744660,174.742110,-1.06,23.94,1018.58,-0.47,-0.13,1.40,22.02,33.15,-23.61
149642,-36.744660,174.742110,-1.04,23.95,1018.57,-0.08,-0.05,1.06,30.56,-9.84,-15.13
149758,-36.744660,174.742110,-1.07,23.96,1018.58,0.05,-0.11,1.16,-30.54,40.41,41.76
149868,-36.744660,174.742110,-1.02,23.98,1018.57,-0.00,-0.20,1.18,-2.61,15.83,13.22
149970,-36.744678,174.742119,-1.02,23.98,1018.57,-0.05,-0.05,0.98,5.37,15.89,-16.90
150072,-36.744678,174.742119,-0.98,23.99,1018.57,0.03,-0.03,0.71,6.78,1.81,110.66
150183,-36.744678,174.742119,-0.95,24.00,1018.57,0.05,-0.20,1.03,3.30,51.63,38.34
150422,-36.744678,174.742119,-1.00,24.00,1018.57,-0.01,-0.14,1.00,-0.18,-3.80,28.04
150533,-36.744678,174.742119,-1.02,23.97,1018.57,-0.01,-0.14,1.00,-0.24,-0.20,-0.13
150644,-36.744678,174.742119,-0.97,23.97,1018.57,-0.01,-0.15,1.00,0.31,0.22,-0.01
150755,-36.744678,174.742119,-0.97,23.98,1018.57,0.00,-0.15,1.00,0.19,0.10,0.11
150864,-36.744678,174.742119,-0.95,23.99,1018.57,-0.01,-0.14,1.00,0.07,0.04,-0.07
150979,-36.744683,174.742131,-0.88,23.99,1018.55,-0.00,-0.15,1.00,-0.18,-0.20,-0.25
151090,-36.744683,174.742131,-0.89,24.00,1018.56,-0.01,-0.15,1.00,0.19,0.28,-0.07
151201,-36.744683,174.742131,-0.88,24.01,1018.55,0.00,-0.15,1.00,0.19,0.10,0.05
151445,-36.744683,174.742131,-0.87,24.01,1018.55,-0.01,-0.14,1.00,-0.18,-0.20,-0.07
151555,-36.744683,174.742131,-0.94,23.97,1018.56,-0.01,-0.15,1.00,0.19,0.16,-0.01
151657,-36.744683,174.742131,-0.92,23.97,1018.56,-0.05,-0.13,1.03,-0.24,-4.59,15.17
151768,-36.744683,174.742131,-0.88,23.99,1018.56,0.00,-0.18,1.01,-0.24,-2.03,11.03
151879,-36.744683,174.742131,-0.89,24.00,1018.55,-0.01,-0.14,1.00,-0.05,-0.08,-0.01
151987,-36.744685,174.742144,-0.90,24.01,1018.56,-0.01,-0.15,1.00,0.07,-0.14,0.05
152097,-36.744685,174.742144,-0.82,24.02,1018.54,-0.01,-0.15,1.00,-0.11,0.04,-0.01
152208,-36.744685,174.742144,-0.80,24.02,1018.55,-0.01,-0.15,1.00,0.01,-0.08,-0.01
152450,-36.744685,174.742144,-0.78,24.03,1018.54,-0.01,-0.14,1.00,-0.11,-0.33,0.05
152561,-36.744685,174.742144,-0.84,23.99,1018.55,-0.01,-0.14,0.99,0.01,0.71,-0.01
152682,-36.744685,174.742144,-0.82,23.99,1018.54,-0.00,-0.15,1.00,-0.05,-0.14,-0.01
152798,-36.744685,174.742144,-0.78,24.01,1018.54,-0.12,-0.18,1.11,0.86,-4.29,5.17
152909,-36.744685,174.742144,-0.76,24.02,1018.54,0.03,0.07,1.03,207.75,61.75,101.57
153021,-36.744682,174.742143,-0.73,24.04,1018.54,-0.21,0.21,0.91,-46.15,94.92,-6.35
153129,-36.744682,174.742143,-0.75,24.05,1018.54,-0.28,0.26,0.81,-0.42,45.71,3.28
153240,-36.744682,174.742143,-0.75,24.06,1018.54,-0.29,0.29,0.91,-1.03,1.75,0.96
153462,-36.744682,174.742143,-0.78,24.06,1018.54,-0.27,0.27,0.95,-12.25,-7.89,-2.27
153572,-36.744682,174.742143,-0.87,24.02,1018.55,-0.23,0.21,0.97,-29.57,-35.94,-6.23
153683,-36.744682,174.742143,-0.86,24.03,1018.55,-0.12,0.12,1.08,-14.87,-78.56,3.95
153805,-36.744682,174.742143,-0.81,24.04,1018.54,-0.30,-0.08,1.46,-41.46,-2.03,8.77
153921,-36.744682,174.742143,-0.76,24.05,1018.54,0.17,0.25,0.42,-206.64,8.64,-3.91
154037,-36.744683,174.742133,-0.81,24.06,1018.55,-0.03,-0.17,1.04,1.90,6.20,-1.60
154145,-36.744683,174.742133,-0.81,24.07,1018.55,-0.08,-0.11,1.04,-0.11,-2.28,0.11
154256,-36.744683,174.742133,-0.84,24.08,1018.55,-0.03,-0.15,1.02,0.13,1.87,0.05
154472,-36.744683,174.742133,-0.85,24.08,1018.55,0.00,-0.14,0.99,-0.24,0.59,-0.07
154583,-36.744683,174.742133,-0.90,24.05,1018.56,0.00,-0.13,0.99,-0.05,-0.33,-0.07
154705,-36.744683,174.742133,-0.90,24.05,1018.56,0.00,-0.14,0.99,-0.05,-0.26,-0.01
154812,-36.744683,174.742133,-0.89,24.06,1018.55,-0.00,-0.15,1.00,-0.05,0.41,0.05
154928,-36.744683,174.742133,-0.87,24.07,1018.55,-0.06,-0.10,1.01,-0.18,-3.07,30.78
155041,-36.744679,174.742125,-0.78,24.08,1018.54,-0.04,-0.13,1.01,-0.11,-0.14,0.48
155151,-36.744679,174.742125,-0.77,24.09,1018.54,-0.20,-0.14,1.23,0.50,20.41,-7.82
155262,-36.744679,174.742125,-0.72,24.09,1018.54,-0.11,-0.13,1.08,-1.33,-8.25,4.75
155484,-36.744679,174.742125,-0.71,24.09,1018.53,-0.13,-0.09,1.09,-0.36,-47.83,181.51
155585,-36.744679,174.742125,-0.81,24.06,1018.55,-0.07,-0.15,1.02,0.25,-1.85,17.43
155696,-36.744679,174.742125,-0.87,24.06,1018.55,0.02,-0.19,0.99,10.74,15.53,-7.51
155807,-36.744679,174.742125,-0.87,24.07,1018.55,-0.03,-0.11,1.00,9.09,15.10,25.29
155918,-36.744679,174.742125,-0.89,24.08,1018.55,-0.00,-0.08,0.90,-2.13,-26.24,13.95
156020,-36.744676,174.742114,-0.85,24.09,1018.55,0.17,-0.18,0.81,-154.63,2.48,3.53
156135,-36.744676,174.742114,-0.81,24.10,1018.55,0.01,-0.37,0.90,-4.20,40.04,13.04
156243,-36.744676,174.742114,-0.85,24.11,1018.55,0.05,-0.09,0.96,35.43,-14.53,86.64
156482,-36.744676,174.742114,-0.77,24.12,1018.54,-0.00,-0.11,0.99,-0.79,-6.67,24.50
156593,-36.744676,174.742114,-0.85,24.08,1018.55,-0.00,-0.14,0.99,0.31,1.44,-0.38
156714,-36.744676,174.742114,-0.87,24.08,1018.55,-0.02,-0.16,1.01,0.37,6.63,-40.74
156830,-36.744676,174.742114,-0.88,24.10,1018.55,-0.01,-0.14,1.00,-0.42,-0.51,0.05
156943,-36.744650,174.742106,-0.84,24.11,1018.55,0.01,-0.14,0.99,0.43,0.95,-0.07
157044,-36.744650,174.742106,-0.89,24.11,1018.55,-0.01,-0.14,1.01,-0.05,0.47,-0.07
157157,-36.744650,174.742106,-0.86,24.11,1018.55,0.22,-0.24,0.65,-7.31,3.03,-25.19
157264,-36.744650,174.742106,-0.85,24.12,1018.55,0.03,-0.25,1.00,0.19,14.43,1.39
157503,-36.744650,174.742106,-0.86,24.12,1018.55,0.01,-0.16,0.98,1.23,6.99,-3.00
157613,-36.744650,174.742106,-0.95,24.09,1018.56,0.02,-0.16,0.99,-0.79,6.38,-52.94
157724,-36.744650,174.742106,-0.93,24.09,1018.56,-0.00,-0.13,1.00,-0.72,-3.68,0.17
157826,-36.744650,174.742106,-0.95,24.10,1018.56,-0.00,-0.13,1.01,0.19,1.99,0.29
157939,-36.744646,174.742086,-0.92,24.12,1018.56,0.04,-0.13,0.97,-0.11,6.02,0.60
158050,-36.744646,174.742086,-0.88,24.13,1018.56,0.01,-0.14,1.01,0.19,0.53,-0.19
158160,-36.744646,174.742086,-0.90,24.14,1018.56,-0.05,-0.15,1.04,-0.79,-8.13,-1.05
158271,-36.744646,174.742086,-0.87,24.14,1018.55,0.00,-0.13,1.00,-0.05,-0.02,-0.07
158510,-36.744646,174.742086,-0.83,24.15,1018.55,-0.10,-0.18,1.10,0.01,-13.07,66.76
158621,-36.744646,174.742086,-0.93,24.11,1018.56,0.26,-0.13,0.49,-13.83,29.92,12.79
158723,-36.744646,174.742086,-0.97,24.11,1018.56,-0.01,-0.16,1.01,0.74,2.42,6.88
158834,-36.744646,174.742086,-0.90,24.13,1018.55,0.01,-0.15,1.00,-0.18,-0.87,-0.19
158954,-36.744562,174.742167,-0.81,24.14,1018.55,0.01,-0.15,1.00,0.19,-0.26,-0.01
159057,-36.744562,174.742167,-0.83,24.15,1018.55,-0.00,-0.13,1.00,-0.54,-0.33,-0.07
159168,-36.744562,174.742167,-0.87,24.16,1018.55,-0.00,-0.14,1.00,0.50,0.22,0.11
159279,-36.744562,174.742167,-0.88,24.16,1018.55,0.00,-0.15,1.00,-0.11,-1.42,0.78
159526,-36.744562,174.742167,-0.82,24.17,1018.55,0.00,-0.14,1.00,-0.48,0.04,-0.07
159636,-36.744562,174.742167,-0.90,24.13,1018.56,-0.01,-0.13,1.00,0.25,0.41,0.17
159747,-36.744562,174.742167,-0.90,24.13,1018.56,-0.01,-0.14,1.00,0.25,0.16,0.17
159858,-36.744562,174.742167,-0.93,24.14,1018.56,-0.01,-0.14,1.00,-0.30,-0.33,0.05
159982,-36.744552,174.742172,-0.89,24.16,1018.56,-0.01,-0.14,1.00,0.19,0.16,0.11
160093,-36.744552,174.742172,-0.82,24.17,1018.54,-0.01,-0.14,1.00,-0.11,0.16,-0.07
160201,-36.744552,174.742172,-0.79,24.18,1018.54,-0.00,-0.14,1.00,-0.24,-0.20,-0.01
160313,-36.744552,174.742172,-0.81,24.18,1018.55,-0.01,-0.14,1.00,-0.18,-0.20,-0.07
160532,-36.744552,174.742172,-0.87,24.18,1018.55,-0.01,-0.14,1.01,0.01,0.59,0.05
160643,-36.744552,174.742172,-0.92,24.14,1018.56,-0.01,-0.14,1.00,0.07,0.41,-0.01
160764,-36.744552,174.742172,-0.90,24.15,1018.56,-0.01,-0.14,1.00,-0.30,-0.69,-0.13
160880,-36.744552,174.742172,-0.92,24.16,1018.56,-0.00,-0.14,1.00,0.68,2.42,0.60
160995,-36.744550,174.742179,-0.90,24.17,1018.56,0.00,-0.14,1.00,0.13,-0.02,-0.01
161106,-36.744550,174.742179,-0.87,24.18,1018.55,-0.01,-0.14,1.01,0.01,0.04,0.05
161217,-36.744550,174.742179,-0.84,24.19,1018.55,-0.01,-0.14,1.00,-0.11,0.04,-0.07
161327,-36.744550,174.742179,-0.88,24.19,1018.55,-0.01,-0.14,1.01,-0.11,-0.02,-0.01
161549,-36.744550,174.742179,-0.84,24.19,1018.55,-0.00,-0.14,1.00,0.01,-0.02,0.05
161659,-36.744550,174.742179,-0.88,24.15,1018.55,-0.01,-0.14,1.00,0.01,0.04,0.11
161781,-36.744550,174.742179,-0.90,24.16,1018.55,-0.01,-0.14,1.00,0.01,-0.02,0.05
161888,-36.744550,174.742179,-0.88,24.17,1018.56,-0.01,-0.14,1.00,-0.05,-0.08,-0.01
162001,-36.744548,174.742185,-0.86,24.18,1018.55,-0.00,-0.14,1.00,-0.11,0.04,-0.07
162117,-36.744548,174.742185,-0.83,24.19,1018.55,-0.00,-0.14,1.00,0.01,0.04,-0.07
162228,-36.744548,174.742185,-0.84,24.20,1018.55,-0.01,-0.14,1.00,-0.11,-0.02,-0.07
162338,-36.744548,174.742185,-0.84,24.20,1018.55,-0.01,-0.14,1.00,-0.11,0.04,-0.01
162555,-36.744548,174.742185,-0.84,24.21,1018.55,-0.01,-0.14,1.00,0.01,-0.08,-0.07
162657,-36.744548,174.742185,-0.86,24.17,1018.55,-0.01,-0.14,1.00,-0.11,-0.02,-0.01
162767,-36.744548,174.742185,-0.89,24.17,1018.55,-0.01,-0.14,1.00,0.13,-0.02,-0.07
162878,-36.744548,174.742185,-0.90,24.18,1018.56,-0.01,-0.14,1.00,-0.05,-0.08,-0.01
162985,-36.744548,174.742185,-0.91,24.19,1018.55,-0.01,-0.14,1.00,-0.05,0.04,-0.13
163101,-36.744548,174.742185,-0.88,24.20,1018.56,-0.01,-0.14,1.00,0.07,0.04,-0.13
163211,-36.744548,174.742185,-0.86,24.21,1018.55,-0.01,-0.14,1.00,0.01,-0.08,-0.07
163319,-36.744548,174.742185,-0.86,24.22,1018.55,-0.01,-0.14,1.00,0.07,-0.08,-0.01
163570,-36.744548,174.742185,-0.84,24.22,1018.55,-0.01,-0.14,1.00,0.01,-0.14,0.05
163671,-36.744548,174.742185,-0.90,24.18,1018.56,-0.01,-0.14,1.00,-0.05,-0.02,-0.01
163782,-36.744548,174.742185,-0.89,24.18,1018.55,-0.01,-0.14,1.00,0.01,0.10,-0.01
163893,-36.744548,174.742185,-0.89,24.19,1018.55,-0.01,-0.14,1.00,-0.05,-0.08,0.05
163994,-36.744548,174.742185,-0.83,24.20,1018.55,-0.01,-0.14,1.00,0.01,0.10,0.05
164101,-36.744548,174.742185,-0.84,24.22,1018.55,-0.01,-0.14,1.00,-0.11,-0.02,0.05
164217,-36.744548,174.742185,-0.80,24.22,1018.55,-0.01,-0.14,1.00,0.01,-0.08,-0.07
164328,-36.744548,174.742185,-0.80,24.23,1018.55,-0.01,-0.14,1.00,0.01,0.04,0.05
164567,-36.744548,174.742185,-0.81,24.23,1018.55,-0.01,-0.14,1.00,-0.11,0.04,-0.19
164678,-36.744548,174.742185,-0.85,24.20,1018.55,-0.01,-0.14,1.00,-0.05,-0.08,-0.07
164799,-36.744548,174.742185,-0.84,24.20,1018.55,-0.01,-0.13,1.00,-0.11,0.10,-0.01
164907,-36.744548,174.742185,-0.82,24.21,1018.55,-0.08,-0.15,1.06,-0.97,-5.14,1.33
165012,-36.744548,174.742185,-0.75,24.22,1018.54,0.01,-0.15,1.00,0.13,0.65,0.05
165134,-36.744548,174.742185,-0.74,24.22,1018.54,-0.00,-0.14,1.00,0.01,-0.08,0.17
165250,-36.744548,174.742185,-0.70,24.23,1018.53,-0.04,-0.13,1.02,-1.64,-15.02,16.51
165360,-36.744548,174.742185,-0.74,24.24,1018.54,0.00,-0.13,1.00,0.56,2.11,0.78
165582,-36.744548,174.742185,-0.75,24.24,1018.54,-0.03,-0.14,1.03,0.13,-0.26,0.11
165692,-36.744548,174.742185,-0.88,24.20,1018.55,-0.00,-0.14,1.00,-0.30,-0.69,-0.13
165795,-36.744548,174.742185,-0.91,24.21,1018.55,-0.19,-0.04,0.95,-4.69,-16.67,33.40
165905,-36.744548,174.742185,-0.90,24.22,1018.56,0.02,-0.23,1.00,1.04,0.22,72.43
166017,-36.744548,174.742185,-0.88,24.23,1018.55,0.08,-0.08,1.09,2.32,4.92,29.07
166128,-36.744548,174.742185,-0.88,24.24,1018.56,0.02,-0.13,1.00,0.50,3.21,25.29
166239,-36.744548,174.742185,-0.89,24.25,1018.55,0.02,-0.14,1.00,0.07,-2.52,15.54
166350,-36.744548,174.742185,-0.88,24.26,1018.55,0.06,-0.12,0.94,-1.46,-9.66,5.42
166591,-36.744548,174.742185,-0.81,24.26,1018.55,-0.00,-0.14,1.01,-0.79,-7.28,5.72
